49	14
49	14
24	49
60	50
50	60
50	60
50	60
50	60
79	60
14	49
60	50
49	14
49	14
49	14
49	14
49	17
49	17
49	17
49	17
14	49
49	60
49	60
49	60
49	60
54	78
54	78
54	78
60	78
60	78
49	1
49	1
55	77
50	54
49	60
49	60
76	60
76	60
55	77
55	77
54	78
60	49
60	49
77	55
60	78
60	78
55	49
78	54
54	50
76	60
77	55
77	55
78	54
78	54
78	60
60	49
60	49
79	49
54	50
54	50
79	49
78	60
76	60
60	49
79	49
60	49
49	55
49	55
49	55
79	49
78	60
78	60
23	49
23	49
78	54
54	50
60	49
60	49
50	54
50	54
50	54
49	60
49	60
60	76
60	76
60	76
60	76
76	57
57	50
57	50
57	50
57	50
57	50
50	57
50	57
50	57
50	57
50	57
50	57
50	57
50	57
57	76
57	76
57	76
57	76
76	57
57	79
57	79
57	79
57	79
57	50
1	49
76	57
76	57
1	49
57	50
57	50
79	57
79	57
79	57
79	57
55	49
55	49
49	56
49	56
49	56
49	56
57	77
57	77
57	77
57	77
49	79
49	79
49	79
49	79
76	56
76	56
56	49
56	49
52	79
52	79
52	79
52	79
76	56
77	57
77	57
77	57
77	57
50	24
56	49
79	49
79	49
79	49
79	49
24	50
24	50
57	49
57	49
57	49
57	49
76	56
56	49
49	52
49	52
49	52
49	52
49	36
49	36
49	36
49	36
49	57
49	57
49	57
49	57
36	49
36	49
36	49
36	49
56	76
56	76
56	76
56	76
49	25
49	25
49	25
49	25
25	49
25	49
49	64
50	25
50	25
52	49
52	49
57	29
57	29
57	29
29	57
29	57
29	57
64	77
79	52
52	49
50	25
50	25
79	52
77	64
25	49
25	49
25	49
25	49
52	49
64	49
25	50
49	25
49	25
49	25
25	50
25	50
49	63
49	25
25	50
49	63
49	63
49	25
49	25
49	2
49	2
25	49
25	49
49	25
49	57
63	49
63	49
25	49
25	49
49	57
49	57
25	49
79	52
79	52
63	49
25	50
25	61
49	25
25	49
49	25
49	25
49	25
49	25
25	61
25	61
25	61
25	49
49	27
49	27
25	49
25	49
50	25
50	25
50	25
50	25
49	27
25	49
25	49
50	25
50	25
50	25
50	25
27	49
57	49
57	49
57	49
25	50
25	50
25	50
25	50
27	49
2	49
2	49
61	25
61	25
61	25
61	25
49	25
49	25
49	25
25	50
25	50
25	50
41	49
41	49
41	49
32	50
50	32
52	25
50	32
50	32
49	8
49	8
32	25
32	25
32	25
32	25
32	30
32	30
32	30
49	27
49	27
49	27
25	32
25	32
25	32
25	32
30	32
27	49
27	49
27	49
36	25
36	25
36	25
36	25
32	50
52	25
52	25
52	25
30	32
49	41
49	41
49	41
32	50
25	36
25	36
25	36
25	36
25	49
25	49
30	32
32	49
30	32
32	49
30	49
49	66
49	66
49	66
49	66
30	49
30	49
52	49
52	49
52	49
52	49
66	49
66	49
66	49
66	49
49	52
49	52
49	52
49	52
66	25
66	25
66	25
66	25
49	32
49	32
49	32
49	32
25	52
25	52
25	52
25	52
52	30
52	30
52	30
52	30
8	49
8	49
32	30
32	30
32	30
32	30
25	66
25	66
25	66
30	32
30	32
49	30
49	30
49	30
30	52
30	52
30	52
30	52
30	32
32	49
32	49
25	49
50	30
50	30
50	30
50	30
50	25
50	25
50	25
50	25
62	25
62	25
62	25
62	25
30	50
30	50
30	50
25	49
25	50
25	50
25	50
25	50
50	25
30	50
50	25
50	25
50	25
50	25
50	25
49	25
49	25
25	50
50	25
50	25
49	25
25	50
49	25
25	50
25	50
25	50
25	50
61	11
61	11
25	50
25	49
25	50
25	49
26	32
32	50
11	49
11	49
50	32
50	32
50	32
11	49
11	49
49	37
49	37
49	37
49	37
52	26
52	26
32	26
32	26
32	26
52	26
52	26
49	46
49	46
49	46
49	46
50	32
37	44
37	44
37	44
37	44
26	52
26	52
26	52
32	26
25	62
25	62
25	62
26	32
46	49
46	49
25	62
52	49
52	49
52	49
32	50
46	49
26	32
32	50
46	49
26	52
49	11
49	11
49	11
49	11
11	61
11	61
52	49
26	32
32	50
49	52
49	52
49	52
49	52
45	37
45	37
46	43
46	43
46	43
46	43
37	49
37	49
50	20
38	43
38	43
38	43
38	43
45	37
37	49
44	37
37	49
43	46
43	46
43	46
20	50
20	50
44	37
44	37
37	49
37	49
45	37
46	50
46	50
46	50
49	37
49	37
49	37
49	37
37	49
49	21
49	21
44	37
37	49
43	46
46	50
37	45
37	45
37	45
37	45
49	38
49	38
49	38
49	38
49	46
50	46
50	46
50	46
50	46
49	46
49	46
49	46
46	49
46	49
46	49
46	49
54	49
21	49
21	49
54	49
44	38
38	50
46	50
49	54
49	54
46	50
46	50
44	38
49	46
49	46
49	46
49	46
38	50
46	50
54	75
54	75
44	38
43	38
43	38
43	38
43	38
38	50
46	49
46	49
46	49
46	49
50	46
50	46
50	46
50	46
75	54
75	54
38	49
38	49
38	49
38	49
38	44
38	44
38	44
50	38
50	38
50	38
75	37
37	50
50	38
50	38
50	38
50	38
75	38
38	49
75	37
49	38
49	38
49	38
49	38
44	57
44	57
44	57
57	50
37	50
38	45
38	45
38	45
50	37
50	37
50	37
50	37
38	45
38	75
38	75
38	75
38	75
50	57
50	57
50	57
50	57
45	38
37	75
37	75
37	75
37	75
75	38
38	50
38	49
57	44
57	44
57	44
57	44
75	38
75	38
45	38
45	38
45	38
75	37
75	37
37	50
37	50
38	50
38	50
38	50
38	49
38	49
21	49
21	49
36	62
36	62
36	62
36	62
31	49
49	78
49	78
50	31
50	31
50	31
50	31
31	49
31	49
42	49
42	49
42	49
42	49
50	31
50	31
50	31
50	31
31	49
31	50
31	50
31	50
49	31
49	31
49	31
49	31
78	49
78	49
31	50
31	50
31	50
31	50
57	50
57	50
49	21
49	21
31	49
31	49
62	36
62	36
62	36
62	36
44	57
57	50
31	49
49	31
49	31
49	31
49	31
31	49
49	42
49	42
49	42
49	42
49	31
49	31
49	31
49	31
38	49
38	49
38	49
36	50
50	31
50	31
50	31
50	31
50	34
50	34
50	34
50	34
16	49
49	16
49	16
16	49
31	49
16	49
49	16
49	16
34	50
34	50
34	50
34	50
16	49
31	49
31	49
31	49
50	36
50	36
50	36
50	36
31	50
31	50
31	50
50	27
50	27
50	27
50	27
49	38
49	38
49	38
31	50
36	50
36	50
36	50
27	50
27	50
31	50
27	50
27	50
34	49
34	49
34	49
34	49
34	35
34	35
34	35
31	50
31	50
50	36
50	36
50	36
50	36
35	50
35	50
35	50
49	41
49	41
49	41
34	35
50	42
50	42
50	42
50	42
36	50
36	50
36	50
35	50
41	49
41	49
41	49
50	35
50	35
50	35
50	35
42	50
50	31
50	31
50	31
50	31
42	50
42	50
42	50
35	34
35	34
35	34
35	34
31	50
31	50
49	34
49	34
49	34
49	34
49	31
49	31
49	31
36	50
72	49
72	49
72	49
72	49
50	16
50	16
50	16
49	34
49	34
49	34
49	34
50	16
36	62
36	62
36	62
36	62
31	49
31	49
31	49
62	36
62	36
62	36
62	36
34	49
34	49
34	49
34	49
9	49
16	50
16	50
9	49
36	62
36	62
36	62
36	62
16	50
16	50
49	72
49	72
49	72
49	72
49	9
49	9
62	36
62	36
62	36
62	36
69	67
69	67
49	48
49	48
49	48
49	48
48	49
48	49
52	46
52	46
52	46
52	46
67	33
33	49
67	33
48	49
48	49
48	49
48	49
33	49
67	33
67	33
46	52
46	52
46	52
49	68
49	68
49	68
49	68
33	49
33	49
52	22
52	22
52	22
46	52
22	52
22	52
22	52
22	52
49	33
49	33
49	33
49	33
52	22
49	48
49	48
50	67
67	50
67	50
67	69
33	67
33	67
33	67
33	67
66	49
66	49
62	49
66	49
61	7
68	49
68	49
66	49
68	49
68	49
50	62
50	62
50	62
50	62
50	62
50	62
50	62
50	62
49	68
49	68
49	68
49	68
62	50
62	50
62	50
62	50
57	49
57	49
57	49
57	49
62	50
62	50
62	50
62	50
68	49
49	66
49	66
49	66
49	66
49	62
49	62
49	62
49	62
62	49
62	49
62	49
50	5
5	50
20	49
20	49
49	27
49	27
49	27
49	27
50	22
50	22
50	22
50	22
49	27
49	27
78	52
78	52
78	52
78	52
27	49
27	49
27	49
27	49
22	50
22	50
22	50
22	50
49	15
49	15
49	15
49	15
37	49
37	49
27	49
49	20
49	20
49	20
27	49
7	61
49	20
15	49
15	49
15	49
15	49
52	78
16	50
49	22
49	22
21	50
50	7
50	7
20	49
20	49
50	21
50	21
50	21
22	49
22	49
49	37
49	37
49	78
49	78
52	15
52	15
52	15
52	15
49	10
49	10
49	10
49	10
50	21
50	16
50	16
50	16
50	16
21	50
21	50
21	50
15	52
15	52
15	52
15	52
10	49
10	49
10	49
10	49
16	50
16	50
16	50
52	78
52	78
52	78
78	49
78	49
6	50
6	50
7	32
6	50
6	50
49	18
49	18
49	18
49	18
49	6
49	6
49	6
49	6
52	7
7	52
49	7
49	7
6	49
6	49
6	49
49	7
49	7
18	49
18	49
18	49
18	49
6	49
7	49
7	49
7	49
50	7
50	7
50	6
50	6
50	6
7	49
7	50
7	50
7	50
7	50
50	6
32	7
25	66
50	8
50	8
50	8
50	8
8	50
8	50
8	50
8	50
50	20
20	50
61	11
61	11
11	61
11	61
50	3
50	3
3	50
15	61
15	61
15	61
15	61
61	15
61	15
61	15
61	15
49	12
12	49
13	49
50	19
50	19
19	50
49	13
19	50
78	50
78	50
78	50
78	50
21	49
21	49
52	49
52	49
52	49
52	49
49	52
49	52
49	52
49	52
49	21
49	21
50	78
50	78
50	78
50	78
61	12
61	12
12	61
12	61
50	60
50	60
50	60
50	60
60	50
60	50
60	50
60	50
50	12
12	50
9	50
9	50
33	50
33	50
50	9
50	9
50	33
50	33
15	50
15	50
50	15
50	15
60	52
60	52
60	52
60	52
52	60
52	60
52	60
52	60
60	77
60	77
60	77
60	77
77	60
77	60
77	60
77	60
77	54
77	54
50	54
50	54
50	54
54	50
54	50
77	54
54	50
54	77
54	77
54	77
58	78
58	78
49	58
49	58
58	78
58	78
78	58
78	58
58	49
58	49
78	58
58	49
78	58
49	58
49	58
58	49
63	25
63	25
63	25
25	63
25	63
25	63
49	53
49	53
49	53
53	49
53	49
53	49
67	32
67	32
67	32
36	52
36	52
36	52
36	52
41	50
41	50
52	34
52	34
52	34
52	36
52	36
52	36
52	36
34	52
34	52
34	52
50	41
50	41
61	66
61	66
61	66
61	66
61	66
61	66
61	66
61	66
50	62
50	62
50	62
66	61
66	61
66	61
66	61
66	61
66	61
66	61
62	50
62	50
62	50
66	61
52	72
52	72
52	72
50	51
51	67
52	72
67	52
67	52
67	52
67	52
72	52
72	52
72	52
67	51
51	50
72	52
71	38
38	50
71	38
50	38
50	38
38	50
38	71
38	71
52	67
52	67
52	67
52	67
61	72
61	72
61	72
61	72
72	61
49	67
49	67
49	67
49	67
32	72
32	72
32	72
32	72
52	68
52	68
52	68
52	68
52	32
52	32
52	32
52	32
72	32
72	32
72	32
72	32
67	49
67	49
67	49
32	52
32	52
32	52
32	52
67	49
72	61
72	61
72	61
27	46
61	68
61	68
27	46
46	67
46	67
38	48
38	48
38	48
38	48
68	61
68	61
52	68
52	68
52	68
67	46
67	46
48	38
48	38
48	38
46	27
46	27
68	52
68	52
68	52
68	52
67	46
67	46
38	52
38	52
38	52
68	52
68	52
68	52
27	46
27	46
48	38
46	27
46	27
38	52
46	67
46	67
52	38
52	38
52	38
52	38
70	32
52	67
52	67
52	67
52	67
32	49
67	74
67	74
70	32
52	67
52	67
67	52
67	52
67	52
67	52
52	67
32	49
61	68
27	67
27	67
27	67
27	67
49	32
49	32
61	68
32	70
32	70
67	27
67	27
67	27
67	27
68	61
68	61
50	68
50	68
32	67
32	67
32	67
32	67
67	32
67	32
67	32
68	50
67	74
74	67
74	67
32	61
32	61
32	61
67	52
67	52
67	32
32	61
61	32
61	32
61	32
61	32
68	50
61	62
61	62
61	62
61	62
60	52
52	61
60	52
60	52
62	61
62	61
52	61
52	61
60	52
62	61
62	61
52	61
61	52
61	52
61	52
61	52
52	60
52	60
52	60
52	60
49	54
49	54
49	54
61	62
61	62
61	62
61	62
49	54
54	49
54	49
54	49
62	61
62	61
54	49
62	61
62	61
68	50
35	61
48	35
35	61
61	35
61	35
61	35
47	68
68	50
35	48
35	48
35	48
61	67
61	67
50	68
61	67
61	67
68	47
67	61
48	35
50	68
68	47
67	61
35	61
47	68
67	61
67	61
48	35
49	33
49	33
49	33
49	33
33	49
33	49
33	49
33	49
46	27
46	27
27	36
27	36
27	36
27	36
49	38
49	38
49	38
38	44
38	44
38	44
36	27
36	27
31	61
31	61
31	61
31	61
52	31
52	31
52	31
52	31
25	42
25	42
25	42
25	42
36	67
67	36
67	36
67	36
67	36
36	67
36	67
36	67
42	25
42	25
42	25
42	25
31	52
31	52
31	52
31	52
61	31
61	31
61	31
61	31
36	27
36	27
52	77
52	77
52	77
41	52
41	52
41	52
52	32
52	32
52	32
52	32
32	52
32	52
52	79
52	79
26	77
26	77
26	77
26	77
67	26
67	26
67	26
67	26
32	52
32	52
52	79
52	79
77	52
77	52
77	52
77	26
77	26
77	26
77	26
79	52
79	52
79	52
79	52
52	41
52	41
52	41
26	67
26	67
26	67
26	67
57	78
57	78
57	78
57	78
27	77
27	77
27	77
27	77
76	27
27	50
78	57
78	57
78	57
78	57
76	27
76	27
57	32
57	32
57	32
57	32
50	27
27	50
27	50
50	27
50	27
32	57
32	57
32	57
32	57
32	27
32	27
32	27
32	27
27	76
27	76
27	76
27	32
27	32
27	32
27	32
76	52
76	52
76	52
76	52
52	76
52	76
52	76
52	76
52	36
52	36
52	36
52	36
77	27
77	27
77	27
77	27
36	52
36	52
36	52
36	52
59	78
59	78
78	59
77	37
77	37
59	61
37	50
37	50
78	59
77	37
37	50
77	37
59	61
37	50
50	37
50	37
50	37
50	37
61	59
61	59
37	77
37	77
37	77
37	77
77	65
77	65
77	65
65	49
65	49
65	49
49	65
65	77
49	65
49	65
65	77
65	77
76	54
76	54
76	54
76	54
54	32
54	32
54	32
54	32
32	54
32	54
32	54
32	54
54	76
54	76
54	76
54	76
52	78
78	52
38	61
38	61
38	61
25	61
25	61
61	38
61	38
38	27
38	27
61	38
38	27
61	25
27	38
27	38
27	38
61	25
25	61
61	38
61	38
61	38
61	38
38	30
38	30
38	30
38	30
30	38
30	38
30	38
30	38
38	61
38	61
38	61
38	61
60	26
60	26
60	26
60	26
49	57
26	60
26	60
26	60
26	60
57	28
60	49
60	49
60	49
60	49
28	57
57	49
49	60
49	60
49	60
49	60
25	32
25	32
25	32
25	32
38	43
38	43
38	43
38	43
30	52
52	30
52	30
30	52
30	52
30	52
43	38
43	38
43	38
43	38
52	30
52	30
32	25
32	25
32	25
32	25
52	38
52	38
52	38
52	38
37	43
37	43
37	43
38	52
38	52
38	52
38	52
61	37
61	37
61	37
73	46
73	46
49	73
73	49
73	49
73	46
46	73
73	49
75	27
75	27
75	27
75	27
46	73
46	73
27	46
27	46
27	75
27	75
27	75
27	75
27	52
27	52
27	52
27	52
52	27
52	27
52	27
52	27
49	73
49	73
52	67
52	67
52	67
52	67
67	52
67	52
67	52
67	52
32	67
32	67
32	67
35	49
35	49
35	49
52	42
52	42
52	42
52	42
35	49
27	52
27	52
27	52
27	52
42	52
42	52
52	27
52	27
49	35
49	35
49	35
31	27
31	27
31	27
42	52
42	52
52	27
52	27
49	35
40	49
27	36
27	36
27	36
27	36
36	27
36	27
36	27
36	27
49	40
49	40
40	49
27	31
27	31
27	31
36	52
36	52
36	52
36	52
52	36
52	36
52	36
52	36
52	44
52	44
47	32
67	74
32	52
74	67
74	67
47	32
32	52
44	52
44	52
67	49
67	49
52	32
49	32
32	47
32	46
52	32
32	47
46	32
32	49
49	67
32	61
32	61
57	46
57	46
57	46
57	46
61	57
61	57
61	57
61	57
46	57
57	61
46	57
46	57
43	37
43	37
43	37
57	61
57	61
32	44
32	44
37	61
37	61
37	61
46	57
57	61
61	32
61	32
44	32
44	32
39	49
49	39
49	39
39	49
46	45
46	45
46	45
45	46
45	46
45	46
46	52
46	52
46	52
44	38
44	38
44	38
52	46
52	46
52	46
38	49
38	49
38	49
32	50
75	32
50	32
50	32
50	32
50	32
32	50
75	32
32	50
32	75
32	75
32	75
32	75
75	32
32	50
75	32
49	11
49	11
49	11
49	11
11	49
11	49
11	49
11	49
49	65
